term_str,n,max_pos
knowledge,58,NN
known,6,VB
knownot,1,VB
knows,3,VB
knuckles,1,NN
kratides,1,NN
ks,1,NN
l,2,NN
la,1,NN
label,3,NN
laboratory,9,NN
labour,5,NN
labours,1,NN
labyrinth,8,NN
lace,4,NN
lack,4,NN
lacks,1,NN
lad,34,NN
ladder,7,NN
laddie,1,NN
laden,2,NN
ladies,5,NN
ladmire,1,NN
lads,1,NN
lady,132,NN
ladys,12,NN
ladyships,1,NN
ladysyour,1,NN
ladyyou,1,NN
lagneau,1,NN
laid,2,NN
lain,1,NN
lair,3,NN
lake,9,NN
lamb,1,NN
lame,1,NN
lameness,2,NN
lamp,83,NN
lamplight,1,NN
lamps,1,NN
land,33,NN
landau,5,NN
landing,9,NN
landlady,12,NN
landladys,1,NN
landlord,7,NN
landlords,1,NN
landowner,1,NN
landowners,1,NN
lands,2,NN
landscape,6,NN
landsmen,1,NN
lane,26,NN
lanes,1,NN
language,6,NN
languid,3,NN
languidly,1,NN
languor,2,NN
lank,1,NN
lantern,26,NN
lanterns,1,NN
lap,8,NN
lapping,1,NN
lapse,3,NN
larch,1,NN
lard,1,NN
large,7,NN
larger,1,VB
lark,1,NN
lash,4,NN
lass,2,NN
lassitude,1,NN
last,63,NN
lasta,1,NN
lat,2,NN
latch,6,NN
late,11,NN
lately,8,NN
lateness,1,NN
later,11,NN
lath,4,NN
latter,26,NN
lattice,1,NN
laudanum,1,NN
laugh,31,NN
laughed,10,NN
laughing,29,NN
laughter,13,NN
launch,30,NN
launchto,1,NN
laundry,1,NN
laurel,3,NN
laurels,1,NN
law,52,NN
lawcourts,1,NN
lawless,1,NN
lawlessness,1,NN
lawn,32,NN
lawnothing,1,NN
laws,2,NN
lawsuit,2,NN
lawyer,13,NN
lay,72,VB
layer,2,NN
lead,30,VB
leader,10,NN
leaf,5,NN
league,4,NN
leak,2,VB
leakage,1,NN
leaking,1,NN
lean,3,VB
leanin,1,NN
leaning,1,NN
leapt,1,NN
learn,43,VB
learned,3,NN
learning,2,NN
leash,3,NN
least,17,NN
leather,12,NN
leatherhead,1,VB
leathers,1,NN
leathery,1,NN
leave,122,VB
leaves,3,NN
leavetaking,1,NN
leaving,5,NN
lecoq,1,NN
lecture,1,VB
ledge,3,NN
ledger,4,NN
lee,1,VB
leering,1,NN
left,37,NN
leftand,1,NN
leftboth,1,NN
leg,28,NN
legacy,1,NN
legally,1,NN
legend,12,NN
legged,2,NN
legibility,1,NN
legible,1,NN
legislation,1,NN
legs,11,NN
leisure,7,NN
lend,2,VB
length,27,NN
lengthen,1,VB
leniency,1,NN
lens,12,NN
lenses,1,NN
leper,1,NN
lesions,1,NN
less,6,NN
lessen,2,VB
lesson,4,NN
lestrade,12,NN
let,217,VB
lethargy,3,NN
lets,1,NN
letter,130,NN
lettering,1,NN
letters,14,NN
lettersone,1,NN
letterwe,1,NN
level,10,NN
lever,1,NN
levity,1,NN
levy,1,VB
liar,1,NN
libel,1,NN
liberties,1,NN
liberty,10,NN
libraries,1,NN
library,9,NN
libris,1,NN
license,2,NN
lichen,2,NN
lichens,1,NN
lid,7,NN
lids,4,NN
lie,41,VB
lies,3,NN
lieutenant,2,NN
lieutenants,1,NN
life,231,NN
lifeless,2,NN
lifes,2,NN
lifetime,2,NN
lift,3,VB
lifted,1,NN
light,189,NN
lighted,3,NN
lighters,1,NN
lighthouse,1,NN
lightly,1,NN
lightness,1,NN
lightning,1,NN
lights,1,NN
like,55,VB
likely,6,NN
likeness,1,NN
likewise,1,NN
liking,2,NN
limb,6,NN
limbs,4,NN
lime,3,NN
limit,3,NN
limited,2,NN
limits,2,NN
limp,7,NN
line,77,NN
lined,2,NN
linen,11,NN
lines,4,NN
lingo,2,NN
linguist,2,NN
lining,6,NN
link,15,NN
links,1,NN
linoleum,4,NN
lintel,2,NN
lion,4,NN
lioness,1,NN
lip,22,NN
lipped,1,NN
lips,30,NN
liquid,3,NN
liquor,5,NN
lisp,2,NN
lisping,1,NN
list,13,NN
listen,10,VB
listened,2,NN
listeners,1,NN
listening,2,NN
listless,2,NN
lists,1,NN
lit,10,NN
literature,3,NN
lithe,2,NN
litigation,1,NN
litre,2,NN
litter,5,NN
little,17,NN
live,36,VB
lived,8,NN
livelihood,1,NN
liver,2,NN
lives,14,NN
livid,2,NN
living,23,NN
load,2,NN
loaf,3,NN
loafer,4,NN
loafers,1,NN
loan,1,NN
loans,1,NN
loath,1,NN
loathing,2,NN
lobster,1,NN
locality,3,NN
localize,1,VB
locally,1,NN
locate,1,VB
loci,1,NN
lock,33,NN
locked,4,NN
locket,4,NN
locking,1,NN
locksmith,1,NN
locus,1,NN
lodge,93,NN
lodger,7,NN
lodgers,1,NN
lodging,2,NN
lodgings,4,NN
loft,5,NN
loftily,1,NN
lofty,1,NN
log,3,NN
logic,1,NN
logichis,1,NN
logician,2,NN
loiter,1,VB
loitering,1,NN
london,6,VB
lone,4,NN
loneliness,1,NN
lonely,1,NN
lonesome,1,NN
long,32,NN
longer,12,NN
longing,2,NN
look,221,NN
lookin,1,NN
looking,7,NN
lookout,2,NN
looks,1,NN
loom,2,NN
loop,3,NN
loose,3,NN
loosen,1,VB
loosened,1,NN
looseness,1,NN
loot,6,NN
lop,1,NN
lord,6,NN
lordship,1,NN
lose,29,VB
loser,2,NN
loss,26,NN
losses,1,NN
lost,3,NN
lot,17,NN
loud,4,NN
louder,6,NN
loudly,2,NN
lounger,2,NN
loungers,1,NN
lounging,1,NN
love,52,NN
loved,1,NN
lovely,1,NN
lover,12,NN
lovers,3,NN
loves,1,NN
loving,2,NN
low,7,NN
lower,1,VB
loyalty,1,NN
lucid,1,NN
luck,27,NN
lucky,3,NN
lucy,1,VB
luggage,14,NN
lukewarmness,1,NN
lumber,3,NN
luminous,1,NN
lump,1,NN
lunatic,2,NN
lunch,17,NN
luncheon,5,NN
lungs,1,NN
lunkah,1,NN
lure,2,NN
lurid,1,NN
lurk,1,VB
lurked,1,NN
lurking,2,NN
lush,1,NN
lust,3,NN
lustre,4,NN
lustreless,1,NN
luxury,1,NN
lying,2,NN
lynx,1,NN
lyons,1,NN
mace,1,NN
machine,19,NN
machinery,5,NN
mackintosh,1,NN
mad,14,NN
madam,16,NN
maddening,1,NN
made,9,NN
madinsane,1,NN
madman,3,NN
madness,6,NN
magazine,2,NN
magic,2,NN
magician,1,NN
magistrate,4,NN
magistrates,1,NN
magnates,1,NN
magnetism,1,NN
magnificent,1,NN
magnifying,2,NN
mahogany,3,NN
maid,52,NN
maiden,8,NN
maidens,1,NN
maids,3,NN
mail,4,NN
maintenance,1,NN
majesty,1,NN
major,5,NN
majors,1,NN
make,267,VB
maker,1,NN
makers,2,NN
making,3,NN
malady,1,NN
malcontents,1,NN
male,2,NN
malefactor,1,NN
malevolence,2,NN
malevolent,2,NN
malice,2,NN
malignancy,1,NN
malignant,1,NN
man,1266,NN
mana,2,NN
manage,10,VB
managed,2,NN
management,5,NN
manager,22,NN
manageress,1,NN
managers,2,NN
managing,2,NN
manas,1,NN
mane,1,NN
manger,1,NN
mangrove,1,NN
manhood,1,NN
mania,1,NN
maniac,1,NN
mankind,5,NN
manner,87,NN
mannerism,1,NN
manners,4,NN
manor,1,NN
manorial,1,NN
mans,81,NN
manservant,4,NN
mansion,1,NN
mantel,3,NN
mantelpiece,18,NN
mantelpiecea,1,NN
manthe,2,NN
mantle,3,NN
manufactory,1,NN
manufacture,1,NN
manuscript,8,NN
many,4,NN
map,13,NN
mar,1,VB
marble,3,NN
march,2,NN
marching,1,NN
mare,5,NN
mares,1,NN
margin,1,NN
marine,1,NN
mariner,1,NN
marines,1,NN
mark,57,NN
marker,1,NN
market,10,NN
marks,6,NN
marm,1,NN
marriage,47,NN
married,6,NN
marry,14,VB
marrying,1,NN
marshy,1,NN
martyrdom,1,NN
mary,2,NN
masculine,1,NN
mask,9,NN
masonry,1,NN
mass,5,NN
masses,1,NN
massive,2,NN
master,50,NN
masterful,1,NN
masters,7,NN
mastery,2,NN
mastiff,5,NN
mat,5,NN
match,23,NN
mate,14,NN
material,7,NN
materialism,1,NN
mates,4,NN
matey,1,NN
matter,354,NN
matters,12,NN
matterso,1,NN
matting,3,NN
mature,2,NN
mauvais,1,NN
mawson,1,NN
maxim,1,NN
may,14,NN
maybe,5,NN
mayor,1,NN
maze,1,NN
maître,1,NN
mcginty,4,NN
mcmurdo,2,NN
me,689,NN
meadow,1,NN
meadows,2,NN
meagre,1,NN
meal,8,NN
meals,1,NN
mean,58,VB
meaning,29,NN
meaningless,1,NN
means,17,NN
meant,9,NN
meantime,11,NN
meanwhile,4,NN
measure,7,NN
measurement,1,NN
measurements,3,NN
measuring,1,NN
meat,4,NN
mechanical,1,NN
medal,1,NN
medallion,1,NN
meddle,3,VB
meddler,1,NN
meddling,2,NN
medicine,4,NN
medico,2,NN
medicos,1,NN
mediocrity,1,NN
meditation,2,NN
meditations,1,NN
medium,1,NN
mediæval,1,NN
meek,2,NN
meekly,1,NN
meenister,1,NN
meet,58,VB
meeting,11,NN
mei,1,VB
meiringen,1,VB
melancholy,12,NN
melon,1,NN
member,21,NN
membership,1,NN
membra,1,NN
memento,1,NN
memoir,1,NN
memoirs,2,NN
memoranda,1,NN
memorandum,2,NN
memory,28,NN
men,45,NN
menace,3,NN
menaced,1,VB
menacing,3,NN
mend,1,VB
mens,3,NN
mental,1,NN
mentally,1,VB
mention,15,VB
mentioned,1,NN
meon,1,NN
merather,1,VB
merchant,13,NN
merchants,1,NN
mercy,20,NN
mere,4,NN
merit,3,NN
merriment,2,NN
merry,6,NN
meseemed,1,VB
meshes,2,NN
meshwork,1,NN
mess,6,NN
message,54,NN
messages,1,NN
messenger,7,NN
met,5,VB
metal,19,NN
metallic,3,NN
methats,1,VB
method,16,NN
methods,18,NN
metropolis,5,NN
mettle,1,NN
mews,3,NN
meyou,1,NN
mica,1,NN
microscopic,1,NN
mid,1,NN
midday,3,NN
middle,30,NN
midnight,10,NN
midst,7,NN
midway,1,NN
might,11,NN
mighty,2,NN
mihi,1,NN
mildew,1,NN
mile,23,NN
miles,4,NN
milk,10,NN
mill,1,NN
milliner,1,NN
milliners,1,NN
million,4,NN
millionaire,2,NN
mills,1,NN
mind,235,NN
minded,2,NN
minds,7,NN
mindwell,1,NN
mine,62,NN
miner,3,NN
miners,3,NN
mines,4,NN
miniature,2,NN
minimum,1,NN
mining,4,NN
minister,4,NN
mint,1,NN
minute,39,NN
minutely,2,NN
minuteness,1,NN
minutes,34,NN
minutiæ,1,NN
miracle,1,NN
mire,12,NN
mirror,3,NN
miry,1,NN
misbehave,1,VB
miscalculation,1,NN
miscarry,1,VB
mischance,1,NN
mischief,9,NN
mischievously,1,NN
misdeeds,1,NN
miser,1,NN
misery,6,NN
misfortune,17,NN
misfortunes,1,NN
miss,21,VB
missed,1,NN
misses,1,NN
missing,8,NN
mission,13,NN
mist,3,NN
mistake,29,NN
mistaken,11,NN
mistaking,1,NN
mister,9,NN
mistress,10,NN
misunderstanding,1,NN
mitral,1,NN
mixed,1,NN
mixture,12,NN
moan,5,NN
moaning,4,NN
moat,20,NN
mobile,1,NN
mocking,1,NN
model,3,NN
modern,2,NN
modesty,2,NN
modified,2,NN
moidores,1,NN
moist,4,NN
moisture,5,NN
mole,2,NN
molest,1,VB
molested,1,NN
moment,163,NN
momento,1,NN
moments,7,NN
momentum,1,NN
monarch,1,NN
monarchy,1,NN
money,109,NN
moneynot,1,NN
monger,1,NN
mongoose,1,NN
mongrel,2,NN
mongrels,1,NN
monkey,4,NN
monogram,3,NN
monograph,7,NN
monographs,1,NN
monomaniac,1,NN
monosyllables,1,NN
monotone,1,NN
monotonous,1,NN
monotony,3,NN
monster,2,NN
monstrous,1,NN
month,27,NN
months,9,NN
montpensier,1,NN
monument,1,NN
mood,10,NN
moods,2,NN
moody,1,NN
moodyou,1,NN
moon,26,NN
moonbeam,1,NN
moonless,1,NN
moonlight,8,NN
moonshine,4,NN
moor,171,NN
moorland,8,NN
moorlands,2,NN
moors,1,NN
morass,3,NN
morbid,1,NN
more,41,NN
moren,1,NN
moriarty,4,NN
morning,285,NN
mornings,5,NN
morocco,3,NN
morose,3,NN
morrow,68,VB
morrows,1,VB
mortal,2,NN
mortals,2,NN
mortar,1,VB
mortem,1,NN
mortgage,1,NN
mortimer,2,NN
mortis,1,NN
mosquitoes,1,NN
moss,6,NN
most,16,NN
moth,3,NN
mother,39,NN
mothers,9,NN
moths,1,VB
motion,7,NN
motionless,12,NN
motive,15,NN
motives,1,NN
motley,1,NN
mould,5,NN
moulder,1,VB
moulding,2,NN
moulds,1,NN
mouldy,1,NN
mound,1,NN
mountain,8,NN
mountains,12,NN
mourn,1,VB
mourning,1,NN
mouse,2,NN
mousseline,1,NN
moustache,9,NN
mouth,42,NN
mouthful,1,NN
mouths,1,NN
move,26,VB
moved,1,NN
movement,10,NN
movements,4,NN
moves,1,NN
moving,1,NN
mr,32,NN
mrcs,1,NN
mrs,12,NN
much,22,NN
mud,20,NN
muddy,4,NN
muff,1,NN
muffled,2,NN
muffler,2,NN
mule,2,NN
mules,1,NN
multiply,1,VB
multitude,1,NN
mum,1,NN
mumble,2,NN
munificent,1,NN
murder,86,NN
murdered,4,NN
murderer,37,NN
murderers,8,NN
murdering,1,NN
murders,1,NN
murderthree,1,NN
murky,2,NN
murmur,12,NN
murmured,1,VB
muscle,3,NN
muscles,2,NN
museum,4,NN
music,8,NN
musician,1,NN
musket,5,NN
must,3,NN
mustang,3,NN
mustard,1,NN
muster,2,VB
mustnt,1,NN
mute,1,NN
mutilation,1,NN
mutiny,1,NN
mutter,2,NN
muttered,1,VB
mutton,4,NN
muzzle,7,NN
my,42,NN
myself,107,NN
myselfborn,1,NN
mysteries,3,NN
mysterious,3,NN
mystery,75,NN
myth,1,NN
mène,1,NN
métier,1,NN
nail,4,NN
nails,4,NN
name,241,NN
named,1,NN
names,5,NN
namewas,1,NN
nap,1,NN
narrate,2,VB
narrating,1,NN
narrative,20,NN
narrow,2,NN
nation,1,NN
nations,1,NN
natives,1,NN
naturalist,7,NN
naturalists,1,NN
naturally,3,NN
nature,70,NN
navy,1,NN
nay,2,NN
near,2,NN
nearer,7,NN
nearest,1,NN
neat,3,NN
neatness,1,NN
necessary,1,NN
necessity,3,NN
neck,32,NN
necktie,1,NN
necromancer,1,NN
need,35,NN
needle,1,NN
needless,1,NN
neer,1,NN
negative,1,NN
neglect,4,VB
negligent,1,NN
negotiate,1,VB
negress,1,NN
negro,2,NN
negroes,1,NN
neighbour,16,NN
neighbourhood,18,NN
neighbouring,2,NN
neighbours,11,NN
neighing,1,NN
neither,2,NN
nephew,1,NN
nerve,15,NN
nerves,8,NN
nervous,1,NN
nervousness,3,NN
nest,3,NN
net,10,NN
network,2,NN
never,12,NN
newcomer,6,NN
newhaven,1,VB
news,55,NN
newspaper,16,NN
newspapers,4,NN
next,4,NN
nez,2,NN
nicely,1,NN
niches,1,NN
nick,1,NN
nickel,1,NN
nickname,1,NN
niece,4,NN
nigh,1,VB
night,446,NN
nightand,1,VB
nightdress,1,NN
nightfall,1,NN
nightit,2,NN
nights,10,NN
nine,7,NN
ninety,2,NN
nip,3,NN
nipper,1,NN
nitrate,1,NN
nitrite,1,NN
no,230,NN
nobility,1,NN
noble,1,NN
nobleman,6,NN
nobler,1,NN
nobody,8,NN
nod,2,NN
nodded,4,NN
nodding,3,NN
noir,1,NN
noise,18,NN
noiseless,2,NN
noiselessness,1,NN
noisy,2,NN
non,1,NN
nonchalance,1,NN
none,85,NN
nonentity,1,NN
nonsense,3,NN
nook,3,NN
noon,1,NN
nor,6,NN
norbury,1,NN
north,16,NN
nose,20,NN
nosed,1,NN
nostrils,1,NN
not,102,NN
note,88,NN
notebook,4,NN
noted,1,NN
notepaper,1,NN
notes,7,NN
nothing,351,NN
nothingnot,1,NN
notice,32,NN
noticed,1,NN
notices,1,NN
noticethat,1,NN
notion,7,NN
nourished,1,NN
novel,8,NN
now,152,NN
nowand,1,NN
nowor,1,NN
nucleus,1,NN
nugget,4,NN
nullah,1,NN
number,42,NN
numbers,2,NN
nurse,13,NN
nursery,3,NN
nursing,2,NN
nut,6,NN
nuts,1,NN
nutshell,1,NN
o,11,NN
oak,17,NN
oaken,1,NN
oar,1,NN
oasis,1,NN
oath,16,NN
obedience,2,NN
obese,1,NN
obey,3,VB
object,52,NN
objected,1,NN
objection,11,NN
objectless,1,NN
objects,2,NN
obligations,3,NN
oblige,4,VB
obliquity,1,NN
obliterate,1,VB
obscure,1,NN
obscurity,3,NN
observance,2,NN
observation,26,NN
observations,2,NN
observe,28,VB
observed,4,NN
observer,7,NN
observerexcellent,1,NN
observing,1,NN
obstacle,7,NN
obstinacy,3,NN
obstinate,1,NN
obtain,10,VB
obtrude,1,VB
obtuse,1,NN
obvious,1,VB
obviously,1,NN
occasion,38,NN
occasionally,2,NN
occupant,6,NN
occupation,9,NN
occupations,1,NN
occupy,3,VB
occur,10,VB
occurred,20,NN
occurrence,4,NN
occurrences,1,NN
ocean,1,NN
oclock,69,NN
oct,1,NN
octavo,1,NN
odour,6,NN
of,27,NN
off,26,NN
offence,1,NN
offences,1,NN
offend,2,VB
offended,1,NN
offender,1,NN
offense,5,NN
offer,16,VB
offering,1,NN
offhand,1,NN
office,64,NN
officer,16,NN
officers,2,NN
offices,7,NN
official,10,NN
officials,2,NN
often,2,NN
oh,96,NN
oil,7,NN
oilcan,1,NN
old,2,NN
olds,1,NN
ominous,1,NN
omission,2,NN
omissions,1,NN
omit,3,VB
on,46,NN
once,50,NN
oncept,1,NN
one,345,NN
oneand,1,NN
onehe,1,NN
ones,16,NN
only,5,NN
ont,1,NN
onward,4,NN
onyxes,1,NN
ooze,1,NN
open,58,VB
opened,6,NN
opening,15,NN
openness,1,NN
operation,7,NN
operations,1,NN
operator,3,NN
opinion,56,NN
opium,20,NN
opponent,5,NN
opportunity,23,NN
opposing,1,NN
opposite,7,NN
opposition,3,NN
oppressors,1,NN
opprobrium,1,NN
opulence,1,NN
or,18,NN
orange,9,NN
orchard,5,NN
orchid,1,NN
orchids,1,NN
ordeal,4,NN
order,74,NN
orderly,1,NN
orders,6,NN
ordnance,1,NN
organisation,2,NN
organise,1,VB
organization,14,NN
organizer,3,NN
origin,4,NN
original,1,NN
originality,1,NN
originally,1,VB
ornament,3,NN
ornaments,1,NN
orphan,4,NN
orphanage,1,NN
orthodox,1,NN
oscillation,1,NN
ostlers,1,NN
ostrich,1,NN
other,88,NN
others,28,NN
otherwise,10,NN
otherwitness,1,NN
ounce,3,NN
our,2,NN
ours,9,NN
ourselves,18,NN
out,68,NN
outbreak,1,NN
outburst,2,NN
outbursts,1,NN
outcome,3,NN
outcry,2,NN
outdoor,1,NN
outer,7,NN
outfit,1,NN
outhouse,4,NN
outing,1,NN
outlay,1,NN
outline,13,NN
outlook,1,NN
outrage,11,NN
outrages,1,NN
outset,2,NN
outside,30,NN
outsider,3,NN
outskirts,1,NN
outward,2,NN
outweigh,1,VB
oven,3,NN
over,33,NN
overcoat,16,NN
overcome,1,NN
overfast,1,NN
overhaul,1,VB
overhauled,1,NN
overhead,1,NN
overhear,2,VB
overheard,1,VB
overhung,2,NN
overlap,1,VB
overlook,1,VB
overpower,1,VB
overpowering,1,NN
overrate,1,VB
overseer,1,NN
oversight,2,NN
overstatement,1,NN
overstimulation,1,NN
overtake,6,VB
overthrow,1,NN
overtook,1,NN
overwork,1,NN
owe,5,VB
owl,1,NN
own,37,NN
owner,23,NN
ownership,1,NN
oxen,1,VB
oyster,1,NN
p,2,NN
pace,8,NN
pacify,1,VB
pack,8,NN
packages,1,NN
packet,15,NN
packetfor,1,NN
pad,1,NN
paddock,2,NN
paddy,1,NN
padlocked,1,VB
page,37,NN
pages,1,NN
pagination,1,NN
pain,19,NN
painfully,1,NN
pains,5,NN
paint,4,NN
painter,1,NN
painting,3,NN
pair,41,NN
pal,2,NN
palace,4,NN
palatable,1,NN
pale,19,NN
paleness,1,NN
paler,4,NN
pallet,1,NN
pallor,2,NN
palm,9,NN
pamphlet,1,NN
pane,2,NN
panel,5,NN
paneling,1,NN
panelled,1,NN
panelling,1,NN
panes,1,NN
panic,1,NN
pannikin,1,NN
panoply,1,NN
panting,3,NN
pantry,6,NN
papa,1,VB
papas,2,NN
paper,187,NN
paperhanger,1,NN
papers,37,NN
paperwhich,1,NN
papier,1,NN
paradoxical,1,NN
paragon,1,NN
paragraph,6,NN
paragraphs,1,NN
paralysis,1,NN
paralyze,1,VB
paramore,1,NN
paramount,1,NN
parapet,1,NN
parcel,6,NN
parchment,2,NN
pardon,5,NN
parent,1,NN
parents,1,NN
parish,4,NN
park,14,NN
parker,1,VB
parlance,1,NN
parley,1,NN
parlour,7,NN
paroxysm,4,NN
parry,1,NN
parsonage,1,NN
part,132,NN
partiality,1,NN
participant,1,NN
particle,1,NN
particular,8,NN
particularly,2,NN
particulars,4,NN
parties,1,NN
parting,1,VB
partition,1,NN
partner,7,NN
partnership,1,NN
partook,1,NN
parts,3,NN
party,30,NN
pas,1,NN
pass,55,VB
passage,66,NN
passages,2,NN
passed,12,NN
passenger,4,NN
passes,4,NN
passing,15,NN
passion,18,NN
passionate,7,NN
passionately,1,NN
passions,2,NN
passionsyou,1,NN
past,26,NN
paste,3,NN
pasture,2,NN
pat,1,NN
patch,5,NN
patent,6,NN
patentee,1,NN
path,64,NN
pathology,2,NN
paths,1,NN
pathway,10,NN
patience,12,NN
patienceneville,1,NN
patient,20,NN
patients,1,NN
patriarch,1,NN
patrolman,1,NN
patron,2,NN
patter,2,NN
pattering,3,NN
pattern,3,NN
pauper,1,NN
pause,13,NN
pauses,1,NN
pavement,16,NN
paving,1,NN
paw,1,NN
pawnbroker,2,NN
pawnbrokers,4,NN
pay,44,VB
payer,1,NN
paying,1,NN
payment,1,NN
pea,5,NN
peace,23,NN
peaceful,1,VB
peaches,1,NN
peacock,1,NN
peajacket,1,NN
peak,2,NN
peaks,1,NN
peaky,1,NN
peal,2,NN
pearl,6,NN
pearls,5,NN
peasant,2,NN
peasants,3,NN
peat,1,NN
peaty,1,NN
peculiar,6,NN
peculiarities,1,NN
peculiarity,3,NN
pedestal,1,NN
pedestrians,1,NN
pedlar,1,NN
peep,1,NN
peeped,1,VB
peeping,2,NN
peeress,1,NN
peering,3,NN
peg,6,NN
pegs,1,NN
peine,1,NN
pelties,1,NN
pen,17,NN
penalties,1,NN
penalty,1,NN
penang,1,NN
pence,3,NN
pencil,14,NN
penetrate,4,VB
peninsula,1,NN
penknife,1,NN
pennies,2,NN
pennies421,1,NN
penny,2,NN
pennyworth,1,NN
pens,2,NN
pension,3,NN
pensively,3,NN
people,26,NN
perceive,5,VB
perception,3,NN
perch,2,NN
perchance,1,NN
percy,1,NN
perfect,2,NN
perfection,2,NN
perfectly,4,NN
perform,6,VB
performance,4,NN
performed,1,NN
performer,2,NN
perfumes,1,NN
perhaps,29,NN
peril,4,NN
period,6,NN
periodicals,1,NN
perish,1,VB
permission,18,NN
permit,8,VB
perpetrate,1,VB
perpetration,1,NN
perpetrator,1,NN
perpetrators,1,NN
perplexed,2,NN
perplexing,1,NN
perplexity,7,NN
persecution,5,NN
perseverance,4,NN
persistence,2,NN
person,79,NN
personage,1,NN
personality,3,NN
personally,1,NN
personate,1,VB
personification,1,NN
perspiration,5,NN
persuade,7,VB
persuasion,3,NN
pertinent,1,NN
perturbed,1,NN
perversion,2,NN
pervert,1,VB
pet,4,NN
peterson,1,VB
petrel,2,NN
petty,1,VB
petulance,2,NN
petulantly,1,NN
pew,7,NN
phantom,1,NN
phase,2,NN
pheasant,2,NN
pheasants,4,NN
phenomenon,2,NN
philadelphia,1,VB
philanthropist,2,NN
philippe,1,NN
philosopher,1,NN
philosophy,1,NN
philosophynil,1,NN
phosphorus,1,NN
photograph,34,NN
photography,3,NN
phrase,1,NN
physic,1,NN
physician,1,NN
physicians,1,NN
pick,21,VB
picker,1,NN
picking,1,NN
pickpockets,1,NN
picnic,1,VB
picture,29,NN
pictured,1,NN
pictures,3,NN
picturesque,1,NN
piece,45,NN
pieces,5,VB
pierce,2,VB
pike,2,NN
pikestaff,1,NN
pile,10,NN
piles,1,NN
pilgrimage,1,NN
pilgrims,1,NN
pilgrimspale,1,NN
pill,5,NN
pillar,3,NN
pillars,1,NN
pillow,3,NN
pills,6,NN
pilot,2,NN
pin,6,NN
pinafore,1,NN
pinbull,1,NN
pince,2,NN
pinch,3,NN
pine,2,NN
pink,10,NN
pinkerton,1,NN
pinna,1,NN
pinnacle,5,NN
pioneer,2,NN
pipe,62,NN
pipes,2,NN
pipesi,1,NN
pipette,2,NN
piping,2,NN
pips,4,NN
piquant,1,NN
pistol,28,NN
pistoling,1,NN
pistols,5,NN
piston,2,NN
pit,8,NN
pitch,8,NN
pitcher,1,NN
piteously,1,NN
pitiless,1,VB
pittance,2,NN
pity,21,NN
placard,2,NN
place,251,NN
placea,1,NN
placed,1,NN
places,7,NN
placethe,1,NN
placewithin,1,NN
placid,6,NN
placidly,1,NN
plain,33,NN
plainer,2,NN
plainly,2,NN
plainness,1,NN
plains,3,NN
plan,19,NN
plane,1,NN
planet,1,NN
planing,1,NN
plank,4,NN
planking,2,NN
planks,2,NN
planned,1,NN
plannings,1,NN
plans,10,NN
plant,4,NN
plantation,7,NN
planter,2,NN
planting,4,NN
plaster,19,NN
plastering,1,NN
plate,9,NN
plateau,1,NN
plates,1,NN
platform,15,NN
plaudo,1,NN
plausible,2,NN
play,38,VB
player,3,NN
playground,1,NN
playing,4,NN
plays,1,NN
plead,1,VB
pleading,1,NN
pleasant,2,NN
please,20,NN
pleased,1,NN
pleasing,4,NN
pleasure,39,NN
pledge,9,NN
plenty,15,NN
plethora,1,NN
plethoric,1,VB
plot,13,NN
plough,1,NN
plovers,1,NN
pluck,3,VB
plucking,1,NN
plug,1,NN
plumber,4,NN
plumbers,1,NN
plume,2,NN
plumed,1,NN
plump,3,NN
plunder,3,NN
plunge,4,NN
plunging,1,NN
plush,2,NN
pocket,108,NN
pockets,9,NN
pocks,1,NN
poetry,1,NN
point,168,NN
pointer,1,NN
pointing,3,NN
points,9,NN
poise,1,NN
poison,19,NN
poisoned,1,NN
poisoner,1,NN
poisoning,1,NN
poisonous,1,NN
poisons,1,NN
poker,7,NN
police,184,NN
policeman,18,NN
policemen,1,NN
policy,3,NN
polishers,1,NN
politician,2,NN
politics,3,NN
politicsfeeble,1,NN
pology,1,NN
polygamy,1,NN
pomposity,1,NN
pompous,1,NN
pompously,2,NN
pon,3,VB
pond,1,NN
ponies,1,NN
pony,2,NN
pooh,5,NN
pool,12,NN
poop,2,NN
poor,3,NN
poorer,3,NN
pop,1,NN
popular,1,NN
popularity,3,NN
population,3,NN
porch,6,NN
porlock,1,NN
port,6,NN
portal,1,NN
porter,13,NN
portion,12,NN
portly,1,NN
portmanteau,1,NN
portmanteaus,1,NN
portrait,11,NN
portraits,2,NN
pose,2,NN
poses,1,NN
position,72,NN
positions,2,NN
positive,1,NN
possess,4,VB
possession,29,NN
possessions,3,NN
possessor,1,NN
possibilities,1,NN
possibility,20,NN
possible,28,NN
possiblearm,1,NN
possibleat,1,NN
possibly,2,NN
post,34,NN
postern,1,NN
postman,4,NN
postmark,6,NN
postmaster,5,NN
postpone,4,VB
posts,2,NN
postscript,4,NN
postulant,1,NN
posture,1,NN
pot,1,NN
potato,1,NN
potatoes,1,NN
pottery,1,NN
pouch,2,NN
pouches,1,NN
poultry,1,NN
pounces,1,NN
pound,13,NN
pounds,12,NN
pour,4,VB
poverty,2,NN
powder,7,NN
power,67,NN
powerless,3,NN
powerlessness,1,NN
powers,9,NN
practical,1,NN
practically,1,NN
practice,40,NN
practise,4,VB
practitioner,11,NN
prairie,2,NN
